source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,6249572,0,ok,1.0,robinthicke,Robin Thicke,Hello I'm Robin Thicke. I love you all.,"Los Angeles, CA",en,Wed May 23 01:47:53 +0000 2007,3599,1191689,102,11569.796116504855,2568,0.7135315365379272,4258,361,True,False,False,39,11
Twitter Bot Training Data 2,23156823,0,ok,1.0,DaniellaMonet,Daniella Monet,"candle freak. tea addict. life enthusiast. let's dance, eat kale, and laugh til' we cry // snapchat - daniemo",I like to move around a lot,en,Sat Mar 07 03:03:46 +0000 2009,2945,1761958,1328,1325.7772761474794,26740,9.079796264855688,3109,3832,True,False,False,109,13
Twitter Bot Training Data 2,228614375,0,ok,1.0,g33kbeast,Matthew Tamayo,Founder & CEO @Kryptnostic,"Redwood City, CA",en,Mon Dec 20 06:24:18 +0000 2010,2292,289,124,2.312,2770,1.2085514834205933,32,2524,False,True,False,26,9
Twitter Bot Training Data 2,214233866,0,ok,1.0,BiaCPoli,Beatriz Poli,Uma Osbourne ní£o reconhecida...,,en,11/10/2010 22:25,2332,115,154,0.7419354838709677,4158,1.7830188679245282,1,4,False,False,False,32,8
Twitter Bot Training Data 2,37759047,0,ok,1.0,JenniferPreston,Jennifer Preston,"VP, Journalism, Knight Foundation | Veteran journalist. First @nytimes social media editor | Alum @nynewsday @phillydailynews Author, Queen Bess. Mom of twins","Miami, Fla.",en,Mon May 04 21:02:22 +0000 2009,2887,104765,7128,14.695609482395849,13703,4.746449601662626,6189,3256,True,False,False,158,15
Twitter Bot Training Data 2,41651800,0,ok,1.0,markschlereth,mark schlereth,Cohost of @StinkAndEvans...Co-Owner of SGGC https://t.co/ukc39KEOv1 Check out my podcast The Stinkin' Truth https://t.co/MZM0ggApV9 T-Shirts https://t.co/ptPaeOjZLD,,en,Thu May 21 19:02:45 +0000 2009,2870,581275,1671,347.6525119617225,54262,18.906620209059238,7462,399,True,False,False,164,13
Twitter Bot Training Data 2,2602844262,0,ok,1.0,ShreyaBallal,Shreya Ballal,Software engineer @Microsoft,Hyderabad,en,Fri Jul 04 05:37:51 +0000 2014,1000,16,19,0.8,37,0.037,0,6,False,False,False,28,12
Twitter Bot Training Data 2,32337013,0,ok,1.0,shawnieora,shawn king,"Mom, Co-Founder of ORA TV, Podcast: Back and Forth w/ Shawn & Larry King https://t.co/Af74HcYDI8 https://t.co/IvNOSD83jO.","iPhone: 34.085579,-118.397949",en,Fri Apr 17 07:01:22 +0000 2009,2904,14732,491,29.943089430894307,5376,1.851239669421488,225,1167,True,False,False,121,10
Twitter Bot Training Data 2,211956439,0,ok,1.0,gbanin,gustavo banin,"I was made to believe I'd never love somebody else. Made a plan, stayed a man, who can only love himself.",,en,11/4/2010 19:01,2338,120,173,0.6896551724137931,14668,6.273738237810094,0,99,False,False,False,105,6
Twitter Bot Training Data 2,2415460153,0,ok,1.0,Narutogame_Info,PS4____________4___,____________ ___ __________________________________PS4_____NARUTO_____ ___ ________________________________,_______,ja,Fri Mar 28 06:00:03 +0000 2014,1098,16845,10,1531.3636363636363,446,0.4061930783242258,113,0,False,False,False,107,15
Twitter Bot Training Data 2,49311668,0,ok,1.0,CharlieDavies9,Charlie Davies,"US Men's National Team #9, Philadelphia Union #9. Living my dream.",Boston,en,Sun Jun 21 13:15:41 +0000 2009,2839,118242,429,274.9813953488372,5329,1.877069390630504,2996,2752,True,False,False,66,14
Twitter Bot Training Data 2,26589987,0,ok,1.0,serenawilliams,Serena Williams,"Living, Loving, and working to help you.",Somewhere over the Rainbow,en,3/25/2009 21:00,2927,7941334,337,23495.07100591716,13696,4.679193713700034,22762,73,True,False,False,40,14
Twitter Bot Training Data 2,246225682,0,ok,1.0,SpiderAnderson,Anderson Silva,Bem-vindo ao perfil oficial de Anderson Silva. O maior lutador de MMA de todos os tempos. Mande o seu recado para o Spider. Oosss,,pt,2/2/2011 11:46,2248,7784893,478,16252.386221294364,3666,1.6307829181494662,7394,31,True,False,False,129,14
Twitter Bot Training Data 2,3235326193,0,ok,1.0,QueensNRI,Queens NRI Hospital,"Queen's NRI Hospital, a 380 bed multi-specialty acute-cum-critical care referral hospital, is one of the most well-equipped and premier hospitals in Vizag.","Vishakhapatnam, India",en,6/3/2015 17:24,666,1818,3727,0.4876609442060086,978,1.4684684684684686,5,142,False,False,False,155,9
Twitter Bot Training Data 2,77222327,0,ok,1.0,lisa_amon,DeeManchi,,,en,Fri Sep 25 14:12:15 +0000 2009,2743,24,227,0.10526315789473684,13,0.0047393364928909,0,25,False,False,False,0,9
Twitter Bot Training Data 2,15808765,0,ok,1.0,CoryBooker,Cory Booker,U.S. Senator from New Jersey,"Newark, NJ",en,Mon Aug 11 14:41:16 +0000 2008,3153,2671727,92031,29.03041333449235,58530,18.56327307326356,14909,100,True,False,False,28,10
Twitter Bot Training Data 2,23011519,0,ok,1.0,KristinaShannon,KristinaShannon,"Owner Of GLAM Beverly Hills,Model, Actress, Business Woman, Playmate, Reality Star, Brand, CEO, #Xtina Instagram @KristinaShannon1 SnapChat glamxtina","Beverly Hills, Ca",en,Fri Mar 06 01:34:03 +0000 2009,2946,293227,745,393.0656836461126,10289,3.492532247114732,1345,826,False,False,False,149,15
Twitter Bot Training Data 2,2601769076,0,ok,1.0,AmishFarmHouse,Amish Farm and House,"We invite you to visit the Amish Farm and House, Lancaster's first and all-inclusive Amish heritage site! Open 10-4pm with buses leaving at 12 & 2pm!","Lancaster, PA",en,Thu Jul 03 14:40:22 +0000 2014,1001,119,165,0.7168674698795181,115,0.1148851148851148,5,22,False,False,False,149,14
Twitter Bot Training Data 2,15011476,0,ok,1.0,jalammar,J Alammar,Tech/scifi/data enthusiast. Loves building digital things.,Arrakis,en,6/4/2008 22:54,3221,18747,1284,14.589105058365758,675,0.2095622477491462,422,2148,False,True,False,58,8
Twitter Bot Training Data 2,8.25E+17,0,ok,1.0,GOOGLEPAGE11,GOOGLE PAGE 1,"SAVE THOUSANDS OF DOLLARS, NO MORE GOOGLE PAID ADS!  MAKE MONEY ASAP, GET ON GOOGLE 1ST PAGE   GO TO : https://t.co/EmkPCfVwVK","New York, USA",en,Sat Jan 28 21:18:24 +0000 2017,61,122,821,0.14841849148418493,16,0.2622950819672131,0,3,False,True,False,126,12
Twitter Bot Training Data 2,129857419,0,ok,1.0,ninefortyfive,KJA,how i'd wish that were so.,,en,4/5/2010 16:36,2551,221,1056,0.20908230842005676,3394,1.3304586436691497,5,14344,False,False,False,26,13
Twitter Bot Training Data 2,40965826,0,ok,1.0,Maahzi,Marilia espanholeto,i like people who smile when it's raining *-*,,en,5/18/2009 20:55,2873,91,80,1.123456790123457,13524,4.707274625826663,1,9,False,False,False,45,6
Twitter Bot Training Data 2,1202561,0,ok,1.0,sull,Michael Sullivan,"Fringe Technologist - Balance, Timing, Fortitude, Appreciation","Hudson Valley, NY",en,Thu Mar 15 04:36:42 +0000 2007,3668,987,244,4.0285714285714285,13859,3.77835332606325,90,2090,False,False,False,62,4
Twitter Bot Training Data 2,19929890,0,ok,1.0,BDUTT,barkha dutt,Barkha Rani Jamke Barasti Hai. Emmy Nominated Reporter. Author.Contributing Columnist @WashingtonPost Contributing Ed @TheWeekLive. Argumentative!Yaaron Ka Yaar,India,en,Mon Feb 02 20:36:36 +0000 2009,2978,5654090,1020,5537.7962781586675,107432,36.07521826729349,10484,10588,True,False,False,160,5
Twitter Bot Training Data 2,90420314,0,ok,1.0,ActuallyNPH,Neil Patrick Harris,"I dig variety acts, Pixar, puppets, prestidigitation, immersive theatre, game shows, theme parks, my family and great meals. Not necessarily in that order.",Manhattanland,en,Mon Nov 16 15:54:48 +0000 2009,2691,26243562,90,288390.7912087912,2650,0.9847640282422891,60822,177,True,False,False,155,11
Twitter Bot Training Data 2,7.08E+17,0,ok,1.0,tin_vamsi,Vamsi Ramineedi,,,en,3/11/2016 5:51,384,6,9,0.6,9,0.0234375,0,0,False,True,True,0,9
Twitter Bot Training Data 2,18943022,0,ok,1.0,skibluemountain,Blue Mountain Resort,"Official Twitter for Blue Mountain - PA's Highest Vertical and Outdoor Adventure Destination offering family-fun, year-round! #bluemymind","Palmerton, PA",en,Tue Jan 13 16:31:11 +0000 2009,2998,11600,1271,9.119496855345911,5832,1.945296864576384,253,5573,True,False,False,137,15
Twitter Bot Training Data 2,192455600,0,ok,1.0,lijiali_vision,Jia Li,"Head of R&D, ML/AI at Google Cloud","Mountain View, CA",en,Sun Sep 19 05:41:46 +0000 2010,2384,2016,67,29.647058823529413,24,0.0100671140939597,56,86,False,True,False,34,14
Twitter Bot Training Data 2,25087215,0,ok,1.0,trocadelivros,Troca de Livros,"Troca de livros. Livro, literatura, livraria.",Brazil,pt,3/18/2009 15:09,2934,24244,24852,0.9754959159859977,1568,0.534423994546694,742,26,False,False,False,45,13
Twitter Bot Training Data 2,14130784,0,ok,1.0,randizuckerberg,Randi Zuckerberg,Speaker. Investor. Radio Host @SiriusXM. Best Selling Author @DotComplicated Dot @Missy4Prez. Exec producer Dot @SproutChannel. Former Marketing @Facebook. Mom,New York City,en,Wed Mar 12 08:15:23 +0000 2008,3305,177335,1609,110.14596273291926,12818,3.8783661119515886,4538,4609,True,False,False,159,15
Twitter Bot Training Data 2,69751644,0,ok,1.0,jamesmaslow,James Maslow,Snapchat: RealJamesMaslow IG: JamesMaslow For Inquires: maslowasst@gmail.com,Los Angeles,en,Sat Aug 29 01:32:02 +0000 2009,2770,3119501,10296,302.95241332426923,10888,3.930685920577617,11444,4007,True,False,False,76,11
Twitter Bot Training Data 2,55184723,0,ok,1.0,SimplyAJ10,10,Melanin. Enough said!,Somewhere Warm,en,Thu Jul 09 08:51:13 +0000 2009,2821,318163,759,418.6355263157895,22964,8.14037575327898,1961,125,True,False,False,21,10
Twitter Bot Training Data 2,405948980,0,ok,1.0,tarasz93,tz,,,en,Sun Nov 06 01:33:45 +0000 2011,1971,15,153,0.09740259740259741,29,0.0147133434804667,0,1375,False,True,False,0,8
Twitter Bot Training Data 2,18091904,0,ok,1.0,ashleytisdale,Ashley Tisdale,"Actress, producer, singer, professional illuminator. Shop #IlluminateByAshley:",,en,Sat Dec 13 02:32:20 +0000 2008,3029,13445608,202,66234.52216748768,7784,2.569825024760647,42817,3983,True,False,False,78,13
Twitter Bot Training Data 2,225164794,0,ok,1.0,RosaAmericana,Allie S.,Diabetic who needs healthcare to survive. Sad! Also an #Arsenal fan. Doubly sad!,,en,12/10/2010 21:34,2302,147,875,0.1678082191780822,296,0.1285838401390095,2,341,False,False,False,80,13
Twitter Bot Training Data 2,8.18E+17,0,ok,1.0,CSPUS,CSP. New York,Representing America! Official CSP NY Twitter handle. Follow for the latest in Business Affairs and financial extrapolation.,"New York, USA",en,1/7/2017 0:11,82,49,1156,0.04235090751944685,7,0.0853658536585365,0,43,False,True,False,124,5
Twitter Bot Training Data 2,1262776610,0,ok,1.0,IAmJeffEmmerson,Jeff Emmerson,"Author, Speaker & Force for Good ‰Ñ Book One: Beyond #ADHD ‰Ñ From Tragedy To Triumph! ‰Ñ Agent: @DanaNewman",‰Âà•ü Order Beyond ADHD ‰Âà•ü,en,3/12/2013 20:08,1479,437194,389732,1.1217782430535777,19312,13.057471264367816,3229,22862,True,False,False,111,15
Twitter Bot Training Data 2,2400029858,0,ok,1.0,ClaireRightHere,Claire Renee Kohner,"Read on Bustle,PlanetTransgender, CNNi,The Advocate,TheColu.mn,Gay-Essentials The NYT,HuffpoLive,Original Plumbing #girlslikeus Writer,Producer, Director,ENFP",Minneapolis,en,3/20/2014 15:18,1106,16079,1884,8.52997347480106,5502,4.974683544303797,19,1619,False,False,False,158,15
Twitter Bot Training Data 2,332457160,0,ok,1.0,wasif91,Mohammad Wasif,,,en,7/9/2011 21:02,2091,146,932,0.1564844587352626,9,0.0043041606886657,0,3,False,False,False,0,7
Twitter Bot Training Data 2,233991311,0,ok,1.0,wandinhoalves,Wanderson Luiz Alves,"Futuro Engenheiro, isso í© se as DP's deixarem","Campinas,SP",en,1/4/2011 16:05,2277,14,28,0.4827586206896552,52,0.0228370663153271,0,0,False,False,False,46,13
Twitter Bot Training Data 2,21146211,0,ok,1.0,latimesmuskal,Michael Muskal,(insert here) survivor and former ink-stained wretch,"Los Angeles, CA",en,Tue Feb 17 23:33:32 +0000 2009,2963,3848,1234,3.1157894736842104,31379,10.59028012149848,382,41,True,False,False,52,13
Twitter Bot Training Data 2,8.22E+17,0,ok,1.0,POTUS,President Trump,45th @POTUS @realDonaldTrump. Working on behalf of the American people to make our country great again. Tweets by @Scavino45. Tweets by #POTUS signed -DJT.,"Washington, D.C.",en,1/19/2017 22:54,70,16036429,8,1781825.4444444445,310,4.428571428571429,11251,0,True,True,False,155,5
Twitter Bot Training Data 2,491385574,0,ok,1.0,613_Jason,Jason LaMontagne,"Good life, good health, good work.","Ottawa, Ontario",en,13/02/2012 15:42,1872,31,88,0.34831460674157305,184,0.0982905982905982,1,244,False,True,False,34,9
Twitter Bot Training Data 2,53729515,0,ok,1.0,Crazistaan,Aditya Joshi,"The Procrastination Sensation thats gripping the nation. Writer, Philanthropist, Engineer... and a damn good Stand up act!! Straight from Hindustaan ka Dil!!","Syracuse, NY",en,Sat Jul 04 18:28:47 +0000 2009,2826,173,335,0.5148809523809523,242,0.0856334041047416,1,17,False,False,False,157,10
Twitter Bot Training Data 2,545449655,0,ok,1.0,DeportMalkin,Broad Street Bullies,LET'S GO FLYERS AND EAGLES!!!,,en,4/4/2012 21:21,1821,358,177,2.0112359550561796,3246,1.7825370675453047,9,1941,False,True,False,29,12
Twitter Bot Training Data 2,9624742,0,ok,1.0,StateDept,Department of State,Welcome to the official U.S. Department of State Twitter account!,"Washington, DC",en,Tue Oct 23 15:02:45 +0000 2007,3446,3917025,401,9743.84328358209,47384,13.75043528728961,19708,15,True,False,False,65,9
Twitter Bot Training Data 2,251361287,0,ok,1.0,amandasegond,Bf da Preta,,Brazil,pt,2/13/2011 0:12,2237,31,39,0.775,1856,0.829682610639249,2,94,False,False,False,0,12
Twitter Bot Training Data 2,23797835,0,ok,1.0,FGaryGray,F Gary Gray,"Producer/Director: FRIDAY, SET IT OFF, A MAN APART, NEGOTIATOR, THE ITALIAN JOB, BE COOL, LAW ABIDING CITIZEN, THE SEA OF TREES, STRAIGHT OUTTA COMPTON, FAST 8",Worldwide,en,Wed Mar 11 17:46:25 +0000 2009,2941,66368,636,104.1883830455259,1976,0.6718803128187691,838,338,True,False,False,159,9
Twitter Bot Training Data 2,370458410,0,ok,1.0,KirkCousins8,Kirk Cousins,Business Inquiries: Luke Munson luke@lwsports.net,Washington D.C.,en,9/9/2011 2:03,2029,158317,283,557.4542253521126,1372,0.6761951700344998,1088,9,True,False,False,49,12
Twitter Bot Training Data 2,540497623,0,ok,1.0,alinecsx30,¥£ËAline Xavier,,,pt,3/30/2012 3:40,1826,4,29,0.13333333333333333,109,0.0596933187294633,0,2,False,True,False,0,10
Twitter Bot Training Data 2,3098543197,0,ok,1.0,cornxaxier,Cornelius Xaxier,"Just a normal otaku, semi-hikkimori ,an average gamer,strange modern cowboy,a lonely soldier boy and a lethargic worker.",Malaysia,en,Thu Jan 21 13:31:51 +0000 2010,2625,177,608,0.29064039408866993,191,0.0727619047619047,2,98,False,False,False,120,10
Twitter Bot Training Data 2,774968,0,ok,1.0,ranjit,Ranjit Bhatnagar,"sound sculpture, experimental music, installation. twitter projects: @pentametron, @earwormreport, more: http://t.co/yYOdxC7R1B",brooklyn nyc,en,2/16/2007 3:54,3695,2370,1394,1.6989247311827957,8528,2.3079837618403247,106,13440,False,False,False,127,6
Twitter Bot Training Data 2,2516059411,0,ok,1.0,TheMrJuanBrown,Juan Brown,"Good things come to people who wait, but better things come to those who go out and get them. --Anonymous",United States,en,Thu May 22 18:27:00 +0000 2014,1043,4047,4042,1.0009893643334158,3155,3.024928092042186,6,23,False,True,False,105,14
Twitter Bot Training Data 2,1539693919,0,ok,1.0,NSA_PRISMbot,NSA PRISM,An experiment in speculative surveillance.,We Are Everywhere.,en,6/22/2013 22:58,1377,680,36,18.37837837837838,7068,5.132897603485839,79,6,False,True,False,42,12
Twitter Bot Training Data 2,1475495658,0,ok,1.0,eriktorenberg,Erik Torenberg,"Investing in startups. On Deck, @riseawards.  Previously Founding Team @Producthunt, @Raptfm. Trying to be kind with a thousand-year heart.",SF/DET/NYC,en,Sat Jun 01 19:36:52 +0000 2013,1398,14347,543,26.373161764705884,7018,5.020028612303291,458,17549,False,True,False,139,13
Twitter Bot Training Data 2,755982000,0,ok,1.0,jessicamtz29,Jess,"In search of castaways...won't be long, you know it's gonna get better. ~SHAWN FOLLOWS~",shadowhunters academy,en,8/13/2012 22:49,1690,1422,2075,0.684971098265896,31699,18.75680473372781,7,4953,False,False,False,87,12
Twitter Bot Training Data 2,27711339,0,ok,1.0,JaredLeto,JARED LETO,LOVE LUST FAITH + DREAMS & ARTIFACT both available on #iTunes. not all tweets my own,SNAPCHAT: JaredLeto,en,Mon Mar 30 19:40:51 +0000 2009,2922,3500781,92,37642.8064516129,26110,8.935660506502396,18455,6003,True,False,False,84,9
Twitter Bot Training Data 2,28792107,0,ok,1.0,Frreshsamantha,Sam Harris,Brand Strategy | Story | Identity | Founder 37 Essex | Contributor @huffpo,OG New Yorker,en,4/4/2009 13:27,2917,681,1988,0.34238310708898945,8826,3.0257113472745973,43,1332,False,False,False,74,14
Twitter Bot Training Data 2,2233022917,0,ok,1.0,thisismetis,Metis,"Metis accelerates careers in data science by providing immersive bootcamps, professional development courses, online resources, and corporate training.","NYC, SF, Chicago, Seattle",en,12/6/2013 13:52,1210,3875,1256,3.082736674622116,5375,4.4421487603305785,399,1428,False,False,False,151,11
Twitter Bot Training Data 2,64823914,0,ok,1.0,RoomtoRead,Room to Read,We partner with communities across Asia & Africa to promote literacy and girls' education. World Change Starts with Educated Children.,"San Francisco, CA",en,Tue Aug 11 21:08:40 +0000 2009,2788,638899,29303,21.802450177450176,9588,3.4390243902439024,5888,554,True,False,False,134,10
Twitter Bot Training Data 2,24285686,0,ok,1.0,jonas_ent,Jonas Enterprises,Official Twitter for all things Jonas,,en,Fri Mar 13 23:53:18 +0000 2009,2939,4487539,2383,1882.3569630872482,5887,2.003062266076897,43169,436,True,False,False,37,9
Twitter Bot Training Data 2,739327418,0,ok,1.0,LarryNoble_DC,Larry Noble,"General Counsel, @CampaignLegal, CNN contributor; Formerly: Adj Prof GW Law; Counsel, Skadden, Arps; Exec Dir, CRP; General Counsel, FEC. Views are mine.","Washington, D.C.",en,8/5/2012 22:09,1698,1951,125,15.484126984126984,170,0.1001177856301531,57,10,False,True,False,153,13
Twitter Bot Training Data 2,140679467,0,ok,1.0,abhinavy2j,Abhinav Dachepalli,,india,en,5/6/2010 4:02,2520,86,228,0.37554585152838427,15,0.0059523809523809,0,2,False,True,False,0,10
Twitter Bot Training Data 2,53238154,0,ok,1.0,howiemandel,Howie Mandel,"My name is Howie Mandel, many of you may know me from America's Got Talent, but I like to be known as the guy that smells nice.",,en,Fri Jul 03 00:24:29 +0000 2009,2827,747212,4206,177.6115997147611,18438,6.5221082419526,6562,209,True,False,False,127,11
Twitter Bot Training Data 2,41060630,0,ok,1.0,TiaCarrere,Tia Carrere,actress/singer/whatever,the long and winding road...,en,Tue May 19 05:14:42 +0000 2009,2872,33451,130,255.35114503816794,2023,0.7043871866295265,836,124,True,False,False,23,10
Twitter Bot Training Data 2,8.28E+17,0,ok,1.0,KevinChinARO,Kevin Chin,"Kevin Chin is the founder of Arowana & Co and the Managing Director at Arowana International Limited in North Sydney, Australia.","Sydney, New South Wales",en,2/3/2017 15:05,55,48,13,3.4285714285714284,10,0.1818181818181818,0,0,False,False,False,128,12
Twitter Bot Training Data 2,31301911,0,ok,1.0,ToddBrunson,Todd Brunson,Please don't follow me if you are easily offended by silly racial or sexist humor,Vegas,en,Wed Apr 15 01:53:09 +0000 2009,2906,45663,285,159.66083916083917,18715,6.440123881624226,1423,5961,True,False,False,81,11
Twitter Bot Training Data 2,1255166845,0,ok,1.0,emmajs16,emma stoverink,KWK 16,,en,3/9/2013 19:14,1482,96,241,0.39669421487603307,527,0.3556005398110661,2,600,False,False,False,6,8
Twitter Bot Training Data 2,858948487,0,ok,1.0,hosealiu1990,Hongjia Liu,UAL Central Saint Martins MA Photography 2016,"London, England",zh-CN,10/3/2012 0:37,1639,13,88,0.14606741573033707,10,0.0061012812690665,1,6,False,True,False,45,12
Twitter Bot Training Data 2,418094646,0,ok,1.0,amaquinanaweb,A MíQUINA,"Twitter Oficial d'A Míçquina, apresentado pelo poeta e escritor @Carpinejar. Toda terí_a-feira, íæs 22h30, na TV Gazeta e tambí©m pelo site http://t.co/1UXcpLRP.",,pt,11/21/2011 19:05,1956,2028,951,2.130252100840336,3284,1.6789366053169734,15,57,True,False,False,161,13
Twitter Bot Training Data 2,31447081,0,ok,1.0,wingoz,trey wingo,NFL LIVE host,,en,Wed Apr 15 16:27:42 +0000 2009,2906,968882,364,2654.4712328767123,65697,22.607364074328974,9457,80,True,True,False,13,6
Twitter Bot Training Data 2,1572082038,0,ok,1.0,katrina_tester,Katrina Clokie,Test Practice Manager | Editor @TestingTrapeze | Co-Founder @WeTestNZ | International Speaker | Writer https://t.co/MensMzCGPj,"Wellington, New Zealand",en,Sat Jul 06 06:11:26 +0000 2013,1363,3877,379,10.202631578947368,4348,3.19002201027146,212,7220,False,False,False,126,14
Twitter Bot Training Data 2,48169084,0,ok,1.0,cypresshill,Cypress Hill ‰ã¢,@B_Real | @OGSenDog | @ericbobo | @DJ_Muggs | @juliog1580kday,Los Angeles,en,Wed Jun 17 23:54:46 +0000 2009,2843,195974,949,206.28842105263158,6786,2.3869152303904326,1781,1945,True,False,False,61,11
Twitter Bot Training Data 2,52529345,0,ok,1.0,MichelleDBeadle,Michelle Beadle,"I like dogs, guacamole, naps & on a good day, humans. Sheep not welcome. I don't block folks so give it your best shot. _Ù÷÷ (Instagram: michelle.beadle)",Los Angeles,en,Tue Jun 30 21:36:23 +0000 2009,2830,1382376,2286,604.4494971578487,23113,8.16713780918728,9823,17873,True,False,False,153,15
Twitter Bot Training Data 2,19272244,0,ok,1.0,LilJon,LILJON,NEW SINGLE TAKE IT OFF OUT NOW ON ITUNES https://t.co/BFOVq6EsSc BOOKING CONTACT sujit1@skamartist.com,SOMEWHERE DRANKIN!!,en,Wed Jan 21 02:41:27 +0000 2009,2990,1030609,4200,245.324684598905,18369,6.143478260869565,5333,746,True,False,False,102,6
Twitter Bot Training Data 2,1388024948,0,ok,1.0,RadarEaD,Radar EaD,Tudo sobre EaD na web em um sí_ lugar.,,pt,4/28/2013 22:01,1432,36,119,0.3,76,0.053072625698324,0,1,False,False,False,38,8
Twitter Bot Training Data 2,2400631,0,ok,1.0,yayitsrob,Robinson Meyer,I write about technology & climate change for @TheAtlantic. // Say hi: rob@theatlantic.com,DC,en,3/27/2007 4:03,3656,12036,1277,9.417840375586854,40779,11.153993435448578,677,41387,True,False,False,90,9
Twitter Bot Training Data 2,212864806,0,ok,1.0,rajesh_220993,Rajesh,THIS IS RAMBO,"Fort Hamilton, Brooklyn",en,11/7/2010 8:22,2335,40,98,0.40404040404040403,18,0.0077087794432548,0,0,False,True,False,13,13
Twitter Bot Training Data 2,182520285,0,ok,1.0,mamstalden,Maisa Amstalden,"De um lado a poesia, o verbo, a saudade... Do outro a luta, forí_a e coragem pra chegar no fim!",Brasil,en,8/24/2010 19:58,2410,152,241,0.628099173553719,9795,4.064315352697095,2,138,False,False,False,95,10
Twitter Bot Training Data 2,242162129,0,ok,1.0,sobeksull,Kevin Sullivan,,FILLIE.,en,1/24/2011 3:05,2257,121,255,0.47265625,83,0.0367744793974302,1,0,False,True,False,0,9
Twitter Bot Training Data 2,8.37E+17,0,ok,1.0,AutomateEu,AutoMate EU project,AutoMate is a Horizon 2020 EU funded project focused on novel driver-automation cooperation concepts.,,it,Thu Mar 02 13:45:28 +0000 2017,28,16,81,0.1951219512195122,1,0.0357142857142857,0,0,False,False,False,101,10
Twitter Bot Training Data 2,28289806,0,ok,1.0,picasa2,ddd,,,en,2/4/2009 5:39,2976,193,268,0.7174721189591078,4714,1.584005376344086,0,139,False,False,False,0,7
Twitter Bot Training Data 2,276320492,0,ok,1.0,jerffersongat,jerfferson lops,,,en,4/3/2011 3:39,2188,9,38,0.23076923076923078,12,0.0054844606946983,0,0,False,True,True,0,13
Twitter Bot Training Data 2,18236230,0,ok,1.0,JeffreeStar,Jeffree Star,makeup artist / cosmetics creator / androgyny - SnapChat: jeffreedahmer,"Calabasas, CA",en,Fri Dec 19 05:57:53 +0000 2008,3023,887384,343,2579.6046511627906,52594,17.39794905722792,5325,1032,True,False,False,71,11
Twitter Bot Training Data 2,183387449,0,ok,1.0,XabiAlonso,Xabi Alonso,Cuenta oficial de Xabi Alonso,,es,Thu Aug 26 21:54:09 +0000 2010,2408,10943449,501,21799.69920318725,547,0.2271594684385382,23938,186,True,False,False,29,10
Twitter Bot Training Data 2,50883510,0,ok,1.0,Juh_Honda,Jí_lia Honda,"J-Rox Vocalist, Psychology student      check J-Rox  album Üó_Yume no MukaeÜó† (:  https://t.co/Hv7iR1UII0",Brazil,pt,6/26/2009 2:26,2834,206,486,0.42299794661190965,1696,0.5984474241354976,5,2576,False,False,False,106,9
Twitter Bot Training Data 2,57356426,0,ok,1.0,begspoker,Steve Begleiter,"Married to Karen with 3 wonderful children Joshua, Caroline and Aaron. 2009 World Series of Poker - Main Event Final Table - 6th place",Chappaqua NY,en,Thu Jul 16 15:05:54 +0000 2009,2814,1645,48,33.57142857142857,64,0.0227434257285003,147,1,True,False,False,134,9
Twitter Bot Training Data 2,35982046,0,ok,1.0,russwest44,Russell Westbrook,WHY NOT ?,Oklahoma City,en,Tue Apr 28 03:59:26 +0000 2009,2893,4119379,698,5893.246065808297,5551,1.9187694434842724,8561,29,True,False,False,9,10
Twitter Bot Training Data 2,433170355,0,ok,1.0,AlefSanderson,alefy Swing ng,Curtindo a vida da maneira mas exata e simples!! legal simpatico e Unico Cheio de amor pra da!!!,Víçrzea nova,pt,12/10/2011 7:02,1937,443,770,0.5745784695201037,237,0.1223541559112029,0,2,False,False,False,96,13
Twitter Bot Training Data 2,2236416063,0,ok,1.0,mjesusgz,Maria Jesìs Galdos,Naturaleza | Arte | Mìsica | Ballet | Deporte,Europa,es,12/21/2013 13:37,1195,53162,9697,5.481748814188492,29466,24.657740585774057,1492,13935,False,True,False,45,8
Twitter Bot Training Data 2,216155198,0,ok,1.0,orebob1,Oreoluwa Boboye,"Data Science, Business Intelligence, Market Research and Consumer Behavior enthusiast.","Lagos, Nigeria",en,11/15/2010 23:05,2327,321,420,0.7624703087885986,411,0.1766222604211431,4,22,False,False,False,86,7
Twitter Bot Training Data 2,1501471,0,ok,1.0,LanceUlanoff,Lance Ulanoff,"Chief Correspondent and Editor-at-Large of Mashable, tech expert, social media commentator, amateur cartoonist and robotics fan.","New York, NY",en,3/19/2007 13:11,3664,89537,7950,11.261099232800905,55289,15.089792576419214,6038,10897,True,False,False,128,12
Twitter Bot Training Data 2,94143715,0,ok,1.0,KatieS,Katie Jacobs Stanton,Mom of 3 kids & @tacopuppy. CMO @Color. Alum of @Twitter @WhiteHouse @Google @Yahoo. Board Member @Vivendi. Founding Partner #Angels. ‰_•ü_Ùà¼_Ùàü_ÙÎ,San Francisco | Paris,en,Wed Dec 02 18:20:00 +0000 2009,2675,118101,995,118.57530120481928,24564,9.182803738317755,2280,31928,True,False,False,152,6
